stone_id,name,runic,transliteration,translation,page_url,image_url
DK Bh 56,DK Bh 56 - Bornholm: Østermarie-sølvamulet,,si(g)moþR i-... ¶ ...(-) þiR s(i)... ¶ ...-arns mo sua ristaR ... ¶ runaR auk ... ¶ ...-R heil(i)(-) ¶ ... aki reist b(i)¶-rk,Sigmod ... (för) dig(?) si ...... ?arnsmo. Således ristar(?) ... runor och ... ar lycka i ... Åge ristade bi?rk,https://www.christerhamp.se/runor/gamla/dk/dkbh58.html,https://www.christerhamp.se/runor/gamla/dk/dkbh58.jpg
DK Bh 61,DK Bh 61 - Bornholm: Bornholm-amulet,,e(i) (e)asusus kristus= =fil=uis t(e)i fifi inomina b|atris eþ fil|ius ins eþ sb=iritu|s k=rist=us (b)i | bius=ank=uis fifiþ | fit=am itirn=a|m k=ustotaþit,"Jesus Kristus, den levande gudens son. I Faderns och Sonens och den helige andes namn. Kristus. Det fromma blodet lever och bevarar det eviga livet.",https://www.christerhamp.se/runor/gamla/dk/dkbh61.html,https://www.christerhamp.se/runor/gamla/dk/dkbh61s.jpg
DK Bh 62,DK Bh 62 - Bornholm: Kastelsbakke-blyamulet,,"… -(r) : (k)(o) þularunu iak rist þæn u(k)u- ok þæn krimilika kreþ : ok þæn ælfilika ---…-sni : üþmunt i : nomina iasum : kristum ---…st : gortin : gortan inkortan
… krus mariha : krus markus : krus mateus us b(æ)…s : krus lukus : yþmunt : nomina iasum stum : ifastast : basuit omuiunibus obi-ta(i)nt …s…ntibus : (ü)þmunt : bær sihnum æsata k(u)s","... och skaldrunor. Jag skar dem ... och det hemska ropet och den älvalika ... Ödmund. I Jesu Kristi namn ... Gordin, Gordan, Ingordan. Kors Maria, kors Markus, kors Matteus ... kors Lukas Ödmund Jesu namn ... Ödmund. Vid det höga korsets tecken.",https://www.christerhamp.se/runor/gamla/dk/dkbh62.html,https://www.christerhamp.se/runor/gamla/dk/dkbh62s.jpg
DK Bh 63,DK Bh 63 - Bornholm: Skørrebrovej-bronzeamulet,,... hukrikunuak ¶ ...losk=rk=uk...  h- ukþarnasumiauk ...  ¶ auksamraþa-...,-,https://www.christerhamp.se/runor/gamla/dk/dkbh63.html,https://www.christerhamp.se/runor/gamla/dk/dkbh63s.jpg
DK Bh 67,DK Bh 67 - Bornholm: Østre Skovgård-blyamulet,,…k(r)--(t)us æ | …-tris … --ræh | tu …- …---,... Kristus ... faderns (?) ...,https://www.christerhamp.se/runor/gamla/dk/dkbh67.html,https://www.christerhamp.se/runor/gamla/dk/dkbh67s.jpg
DK Sj 1,DK Sj 1 - Sjælland: Esbønderup-kvadersten,ᛘᛅ,mæ/æy,-,https://www.christerhamp.se/runor/gamla/dk/dksj1.html,https://www.christerhamp.se/runor/gamla/dk/dksj1s.jpg
DK Sj 2,DK Sj 2 - Sjælland: Søborg-sten,,a=u=æ ma=ria,Ave Maria,https://www.christerhamp.se/runor/gamla/dk/dksj2.html,https://www.christerhamp.se/runor/gamla/dk/dksj2s.jpg
DK Sj 3,DK Sj 3 - Sjælland: Søborg-teglsten,,þæn : fyrst=æ,Den förste,https://www.christerhamp.se/runor/gamla/dk/dksj3.html,https://www.christerhamp.se/runor/gamla/dk/dksj3s.jpg
DK Sj 10,DK Sj 10 - Sjælland: Æbelholt-benamulet,,amo=ræmm : e(l)... þhækko : staa=r : t-... a=go auro : uos : ...-(l) : sa=nro=r(o)=(n) : gasdaer a=ng...,Kärlek ... Jag leder er med guld ...,https://www.christerhamp.se/runor/gamla/dk/dksj10.html,https://www.christerhamp.se/runor/gamla/dk/dksj10-1s.jpg
DK Sj 12,DK Sj 12 - Sjælland: Tjæreby-kalkristning,ᛐᚮᛘᛆᛋ ᛫ ᛔᚱᛂᛋᛐ ᛫ ᛒᛁᚦ ᛫ ᚠᚮᚱᛁ ᛫ ᛘᛁᚴ,' tomas ' prest ' biþ ' fo=ri ' mik :,"Tomas präst, be för mig!",https://www.christerhamp.se/runor/gamla/dk/dksj12.html,https://www.christerhamp.se/runor/gamla/dk/dksj12s.jpg
DK Sj 13,DK Sj 13 - Sjælland: Stenløse-kalkristning,ᛒᛆ,ba,-,https://www.christerhamp.se/runor/gamla/dk/dksj13.html,https://www.christerhamp.se/runor/gamla/dk/dksj13s.jpg
DK Sj 17 Høje Tåstrup-sten,DK Sj 17 Høje Tåstrup-sten,ᚺᚢᚱᚾᛒᚢᚱᛅ ᛋᛏᛅᛁᚾ ᛫ ᛋᚢᛁᚦᚴᛋ,HurnburA stAin • suiþks,"Hornbores, Svides ättlings, sten",https://www.christerhamp.se/runor/gamla/dk/dksj17.html,https://www.christerhamp.se/runor/gamla/dk/dksj17s.jpg
DK Sj 20,DK Sj 20 - Måløv-kalkristning,ᚴᛆᚱ,kar,Kar,https://www.christerhamp.se/runor/gamla/dk/dksj20.html,https://www.christerhamp.se/runor/gamla/dk/dksj20s.jpg
DK Sj 21,DK Sj 21 - Sjælland: Værløse-fibula,ᚨᛚᚢᚷᛟᛞ,alugod,Alugod,https://www.christerhamp.se/runor/gamla/dk/dksj21.html,https://www.christerhamp.se/runor/gamla/dk/dksj21s.jpg
DK Sj 30,DK Sj 30 - Roskilde Domkirke-kalkristning 2,ᛁᛆᛋᚮᛒᚢᛋ ᚱᚢ,iasobus ru,Jakob ...,https://www.christerhamp.se/runor/gamla/dk/dksj30.html,https://www.christerhamp.se/runor/gamla/dk/dksj30s.jpg
DK Sj 31,DK Sj 31 - Sjælland: Roskilde-blyamulet,,(k)ruks kristi kruks (·) (-)...(-)(i)(s) u(s) kruks (:) iohan(u)s k(r)(u)(k)s k(r)-(k)s luk(u)s kr(u)ks (m)a-- (f)u(f)(i)us kristina,Kors Kristi kors... kors Johannes kors. Kors Lukas kors. {ma...} {fufius}. Kristina.,https://www.christerhamp.se/runor/gamla/dk/dksj31.html,https://www.christerhamp.se/runor/gamla/dk/dksj31s.jpg
DK Sj 34,DK Sj 34 - Sjælland: Skt. Jørgensbjerg-kalkristning 2,,(u)(þ)ru(s),-,https://www.christerhamp.se/runor/gamla/dk/dksj34.html,https://www.christerhamp.se/runor/gamla/dk/dksj34s.jpg
DK Sj 35 Snoldelev-sten,DK Sj 35 Snoldelev-sten,,kun'uAlts| |stAin ' sunaR ' ruHalts ' ₫ulaR ' o salHauku(m),"Gunvalds sten, son av Roald, berättare i Salhøg",https://www.christerhamp.se/runor/gamla/dk/dksj35.html,https://www.christerhamp.se/runor/gamla/dk/dksj35s.jpg
DK Sj 44,DK Sj 44 - Sjælland: Kalundborg-tak,,floribus : æ=þ lignis : kþo:dam : mirabile vas : fit=þ iosep,Ett underbart kärl gjordes för blommor och grenar. Josef.,https://www.christerhamp.se/runor/gamla/dk/dksj44.html,https://www.christerhamp.se/runor/gamla/dk/dksj44s.jpg
DK Sj 46 Sjælland: Gørlev-sten 1,DK Sj 46 Sjælland: Gørlev-sten 1,,þiauþui ÷ risþi ÷ stin þonsi ÷ aft uþinkaur ÷ ¶ fuþorkhniastbmlR ÷ niut ual kums : þmkiiissstttiiilll (:) iak sata ru--r| |ri(t) ¶ kuni armutR kru(b)------,Thjodoi reste denna sten efter Odinkar. fuþorkhniastbmlR. Njut kumlet väl! Tistel mistel kistel. Jag satte runorna rätt. Gunne [och] Armund begravde [?],https://www.christerhamp.se/runor/gamla/dk/dksj46.html,https://www.christerhamp.se/runor/gamla/dk/dksj46-1s.jpg
DK Sj 47 Gørlev-sten 2,DK Sj 47 Gørlev-sten 2,,þurkutru × sati : stin ¶ þinsi : aftiR halftan ÷ fauþur : sin ¶ þþþuuu?nnn?,"Torgot satte denna sten efter Halvdan, sin fader ...",https://www.christerhamp.se/runor/gamla/dk/dksj47.html,https://www.christerhamp.se/runor/gamla/dk/dksj47s.jpg
DK Sj 52-54 Sønder Asmindrup-kalkristning 1-3,DK Sj 52-54 Sønder Asmindrup-kalkristning 1-3,,"toki * rist (*) a--uk (*) pa * ulsmisu * tah
toki ' to=k ' silf : at lani * af * ræhnldu ¶ + .
ata(r)(a)","Toke ristade på Olofsmässodagen [29 juli]
Toke tog silver till lån av Ragnhild
-",https://www.christerhamp.se/runor/gamla/dk/dksj52.html,https://www.christerhamp.se/runor/gamla/dk/dksj52s.jpg
DK Sj 56,DK Sj 56 - Sjælland: Søstrup-kalkristning,ᛁᚮᚼᛆᛁ,iohai,Johannes,https://www.christerhamp.se/runor/gamla/dk/dksj56.html,https://www.christerhamp.se/runor/gamla/dk/dksj56s.jpg
DK Sj 57,DK Sj 57 - Sjælland: Nykøbing-teglsten,,iuuuuhhhihht,-,https://www.christerhamp.se/runor/gamla/dk/dksj57.html,https://www.christerhamp.se/runor/gamla/dk/dksj57s.jpg
DK Sj 59 Alsted-sten,DK Sj 59 Alsted-sten,,eskil : sati : sina : þesi : eftiR : ystin : auk * fliR * bruþur * sin : sun : ystis : aþal:miki,"Eskil satte dessa stenar efter Östen och efter sin broder Flir, Östens son, Adelsmärke",https://www.christerhamp.se/runor/gamla/dk/dksj59.html,https://www.christerhamp.se/runor/gamla/dk/dksj59s.jpg
DK Sj 60 Fjenneslev-sten,DK Sj 60 Fjenneslev-sten,ᛋᛅᛋᚢᚱ ᛬ ᚱᛁᛋᚦᛁ ᛬ ᛅᛏᛁᚾ ᛬ ᛅᚾ ᛬ ᚴᛅᚱᚦᛁ ᛬ ᛒᚱᚢ ᛬,+: sasur : risþi : stin : an : karþi : bru :,Sasser reste stenen och gjorde bron,https://www.christerhamp.se/runor/gamla/dk/dksj60.html,https://www.christerhamp.se/runor/gamla/dk/dksj60s.jpg
DK Sj 62,DK Sj 62 - Sjælland: Garbølle-æsken,ᚺᚨᚷᛁᚱᚨᛞᚨᛉᛁᛏᚨᚹᛁᛞᛖ᛬,hagiradaz ÷ tawide ÷,Hagråd gjorde [asken],https://www.christerhamp.se/runor/gamla/dk/dksj62.html,https://www.christerhamp.se/runor/gamla/dk/dksj62s.jpg
DK Sj 66 Tĺrnborg-sten,DK Sj 66 Tĺrnborg-sten,,(k)(u)ţ ... fori:si ¶ -brit : sial (*) ha=n (:) ga=rţi st(i)(n)(a) ¶ ... (k)iţuin : bu(r)- :,"Gud hjälpe ...brets själ, han gjorde stenar ... bro",https://www.christerhamp.se/runor/gamla/dk/dksj66.html,https://www.christerhamp.se/runor/gamla/dk/dksj66s.jpg
DK Sj 69 TŚrnborg-blyamulet 2,DK Sj 69 TŚrnborg-blyamulet 2,,ś-Rmhohtlanś moutĢf(h)laro-(-) ki-fia(R)mRlah laouĢRmohsi(f),-,https://www.christerhamp.se/runor/gamla/dk/dksj69.html,https://www.christerhamp.se/runor/gamla/dk/dksj69.jpg
DK Sj 72,DK Sj 72 - Sjælland: Eggeslevmagle-sten,ᚢᛚᚾᚭᚦ ᛭,ulnoþ +,Ulfnod,https://www.christerhamp.se/runor/gamla/dk/dksj72.html,https://www.christerhamp.se/runor/gamla/dk/dksj72s.jpg
DK Sj 75-76,DK Sj 75-76 - Sjælland: Allerslev,,"io=r(d)an risti runu ra=þi þæn ær kan
kRyrþ : risti : nafn : sit ¶ ø --=nyr-(-) : mæsu","Jordan ristade rnuorna. Läs den som kan.
Gyrd ristade sitt namn ...mässa.",https://www.christerhamp.se/runor/gamla/dk/dksj75.html,https://www.christerhamp.se/runor/gamla/dk/dksj75.jpg
DK Sj 78,DK Sj 78 - Bårse-font,ᚠᚢᚦᚭᚱᚴᚼ  ᚿᛁᛆᛋᛏᛒᛚᛘ  ᛦᛮᛯᛰ,BONDO FRISO ME FECIT ESGERVS RØTH ME FECIT FIERI fuþorkhniastblmy---,Bonde Fris gjorde mig. Esger Rød lät göra mig. fuþorkhniastblmy---,https://www.christerhamp.se/runor/gamla/dk/dksj78.html,https://www.christerhamp.se/runor/gamla/dk/dksj78s.jpg
DK Sj 80 Vordingborg-sten,DK Sj 80 Vordingborg-sten,,karĢi ĢiauĢui(r) aft aĢisl (u)(m)a(r)utrkau,Gjorde Tiodvar efter Adils ...,https://www.christerhamp.se/runor/gamla/dk/dksj80.html,https://www.christerhamp.se/runor/gamla/dk/dksj80.jpg
DK Sj 81,DK Sj 81 - Sjælland: Vordingborg-benstykke,,... yuþ,-,https://www.christerhamp.se/runor/gamla/dk/dksj81.html,https://www.christerhamp.se/runor/gamla/dk/dksj81.jpg
DK Sj 82 Tryggevælde-sten,DK Sj 82 Tryggevælde-sten,,raknhiltr ' sustiR ' ulfs ' sati ' stain ¶ þnnsi ' auk ' karþi ' hauk ' þonsi auft ¶ auk skaiþ ' þaisi ¶ kunulf ' uar sin ' klomulan man ¶ (s)un ' nairbis ' faiR ' uarþa ' nu futiR ' þoi batri sa uarþi ' at (') rita ' is ailti stain þonsi iþa hiþan traki,"Ragnhild, Ulvs syster, satte denna sten och gjorde denna hög efter - och denna skeppssättning - sin man Gunulv, en glammande man, Nærves son. Få blir nu födda bättre än han. Han ska vara en som förstör denna sten eller drar den härifrån",https://www.christerhamp.se/runor/gamla/dk/dksj82.html,https://www.christerhamp.se/runor/gamla/dk/dksj82s.jpg
DK Sj 83,DK Sj 83 - Karise-kalkristning,,i-k(u)--ir--,-,https://www.christerhamp.se/runor/gamla/dk/dksj83.html,https://www.christerhamp.se/runor/gamla/dk/dksj83s.jpg
DK Sj 84,DK Sj 84 - Sjælland: Holtug-kvadersten 1,,(t)irað : r(i)st,Tirad ristade,https://www.christerhamp.se/runor/gamla/dk/dksj84.html,https://www.christerhamp.se/runor/gamla/dk/dksj84s.jpg
DK Sj 85,DK Sj 85 - Holtug-kvadersten 2,ᚱᛁᛌᛏ ᚢᛏᚱ ᛘᛁ-ᚠ,rist utr mi- f,Odd ristade mig,https://www.christerhamp.se/runor/gamla/dk/dksj85.html,https://www.christerhamp.se/runor/gamla/dk/dksj85s.jpg
DK Sj 86,DK Sj 86 - Holtug-kvadersten 3,ᚱᛁᚦᛋᛁ,riþsi,ristade,https://www.christerhamp.se/runor/gamla/dk/dksj86.html,https://www.christerhamp.se/runor/gamla/dk/dksj86s.jpg
DK Sj 87,DK Sj 87 - Sjælland: Lille Heddinge-kvadersten,,pætar,Peter,https://www.christerhamp.se/runor/gamla/dk/dksj87.html,https://www.christerhamp.se/runor/gamla/dk/dksj87s.jpg
DK Sj 88,DK Sj 88 - Store Heddinge-kvadersten,ᛆᛘᛂᚿ,amen,Amen,https://www.christerhamp.se/runor/gamla/dk/dksj88.html,https://www.christerhamp.se/runor/gamla/dk/dksj88s.jpg
DK Sj 92 Sandby-sten 2,DK Sj 92 Sandby-sten 2,,askl : sati : st... ¶ ...asi : at : tufa : ¶ -(r)(u)₫r : s(i)(n) : h--... ÷ in ÷ kru...,"Askel satte denna sten efter Tofi, sin broder och ...",https://www.christerhamp.se/runor/gamla/dk/dksj92.html,https://www.christerhamp.se/runor/gamla/dk/dksj92s.jpg
DK Sj 93 Sandby-sten 3,DK Sj 93 Sandby-sten 3,,sylfa : rest... ... ...i : sbalklusu : eyfti : susur : faþur ... ...(r)þi : bru : þisi : iki : ¶ þurils : brþur : sin : i mun * san... ¶ ...if * uitrik * susi * eR * uan * sil...,"Sölve reste ... Spragelse efter Suser, sin fader, [och gjor]de denna bro [till minne av] Torgils, sin broder. Alltid skall stå denna minnesskrift, som Sölve gjorde.",https://www.christerhamp.se/runor/gamla/dk/dksj93.html,https://www.christerhamp.se/runor/gamla/dk/dksj93-1s.jpg
DK Sj 109,DK Sj 109 - Sjælland: Rokkedyssegård-blyamulet,,a=lþ(m)?? ? p 2/2 1/3 ?,-,https://www.christerhamp.se/runor/gamla/dk/dksj109.html,https://www.christerhamp.se/runor/gamla/dk/dksj109s.jpg
DK Syd 2 Sønder Kirkeby-sten,DK Syd 2 Sønder Kirkeby-sten,,(-)-sur : sati : stin : ¶ þinsi : haft : osk(u)... ¶ bruþur : sin : ian : ... ¶ uarþ : tuþr : o : ku... ¶ þ=u=r : u=i=k=(i) : (r)=u=n=a=R (:) ...,"... ser satte denna sten efter As ... sin broder, och han dog på Go[tland ?]. Tor vige [dessa] runor",https://www.christerhamp.se/runor/gamla/dk/dksyd2.html,https://www.christerhamp.se/runor/gamla/dk/dksyd2s.jpg
DK Syd 3,DK Syd 3 - Lolland: Sædinge-sten,,þurui : kat : kauruan (:) ¶ stain : þansi : --(-) ¶ (k)(r)(u)(k) * uiar (:) sin : ian : han (:) uas ¶ -- alra * triu--... sutrsuia (:) au(k) (:) suþr[tana *] ¶ kuaul : at : ha- af nur¶minum som baistr : han uas ¶ ... sutrsuia : (-)uk *,"Tyrve lät göra denna sten ... Krok, hennes man, och han var dristigast av alla sydsvear och syddanskar. Kval åt honom, nordmannen, som var bäst av alla sydsvear ...",https://www.christerhamp.se/runor/gamla/dk/dksyd3.html,https://www.christerhamp.se/runor/gamla/dk/dksyd3-1s.jpg
DK Syd 4 Tirsted-sten,DK Syd 4 Tirsted-sten,,osraþr auk hiltu(-)-R ¶ raisþu stain þansi ¶ aft froþa fronti sin ¶ sin ian han uas þo foink ¶ uaiRa ian han uarþ tauþr o suo ¶ þiauþu auk uas furs ¶ i frikis ioþi þo aliR uikikaR,"Asrad och Hildvig reste denna sten efter Frode, sin frände. Och han var mäns skräck [ ? ] och dog i Sverige och var först i Fregges flock [ ? ] och sedan alla vikingar",https://www.christerhamp.se/runor/gamla/dk/dksyd4.html,https://www.christerhamp.se/runor/gamla/dk/dksyd4s.jpg
DK Syd 5,DK Syd 5 - Lolland: Tågerup-sten,,: austains : suniR : ¶ : raisþu : stain ¶ þansi : ¶ : aft : ¶ : sbarlu : bruþur : sin : ¶ : skibara : osbiarnaR : ¶ : nafs :,"Eysteins söner reste denna sten efter Sperla, deras broder, Åsbjörn Näbbs sjöman",https://www.christerhamp.se/runor/gamla/dk/dksyd5.html,https://www.christerhamp.se/runor/gamla/dk/dksyd5s.jpg
DK Syd 6,DK Syd 6 - Lolland: Duesminde-remendebeslag,,f...orkhaiastbm(l)r,f[uþ]orkhniastbmlR,https://www.christerhamp.se/runor/gamla/dk/dksyd6.html,https://www.christerhamp.se/runor/gamla/dk/dksyd6s.jpg
DK Syd 7,DK Syd 7 - Lolland: Vesterborg-sten,ᛆᚿᛐᛂᛦᛁ-,anteRi-,-,https://www.christerhamp.se/runor/gamla/dk/dksyd7.html,https://www.christerhamp.se/runor/gamla/dk/dksyd7s.jpg
DK Syd 8,DK Syd 8 - Lolland: Dannemare-teglsten,,----(a=k)(k)h,-,https://www.christerhamp.se/runor/gamla/dk/dksyd8.html,https://www.christerhamp.se/runor/gamla/dk/dksyd8.jpg
DK Syd 9,DK Syd 9 - Lolland: Skovlænge-sten,,: ostarþr : rasþi : stin : þasi : ¶ : oftiR : iuta : faþur : ¶ : sin : harþa : ¶ : kuþan : þi¶akn :,"Åstrad reste denna sten efter Jute, sin fader, en mycket god man",https://www.christerhamp.se/runor/gamla/dk/dksyd9.html,https://www.christerhamp.se/runor/gamla/dk/dksyd9s.jpg
DK Syd 11,DK Syd 11 - Lolland: Tillitse-sten,,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik * e mun * stanta * meþ * sten ¶ lifiR * uitrint * su * iaR * uan * eskil kristr * hialbi * siol * hans ¶ aok * santa * migael toki * risti * runaR * e(f)(t)(i)(R) (*) -(o)ru * ¶ stiubmoþur * sina * kunu * koþa,"Eskil, Sulkes son, lät resa denna sten efter sig själv. Alltid må stå, medan stenen lever, denna minnesskrift, som Eskil gjorde. Kristus hjälpe hans själ och Sankt Mikael.
Toke ristade runorna efter Tora, sin styvmor, en god kvinna.",https://www.christerhamp.se/runor/gamla/dk/dksyd11.html,https://www.christerhamp.se/runor/gamla/dk/dksyd11-1s.jpg
DK Syd 12 Bregninge-sten,DK Syd 12 Bregninge-sten,,(o)s(a) (:) karţi (:) kubl : ¶ ţusi : aft : tuka * ¶ sun (:) (s)(i)n : auk (:) ¶ tuka : haklaks : ¶ sunaR *,"Ĺsa gjorde dessa kummel efter Toke, sin och Toke Haklangssons son",https://www.christerhamp.se/runor/gamla/dk/dksyd12.html,https://www.christerhamp.se/runor/gamla/dk/dksyd12s.jpg
DK Syd 18,DK Syd 18 - Lolland: Købelev-torshammer,,hmar × is,Det här är en hammare,https://www.christerhamp.se/runor/gamla/dk/dksyd18.html,https://www.christerhamp.se/runor/gamla/dk/dksyd18s.jpg
DK Fyn 2 Flemløse-sten 1,DK Fyn 2 Flemløse-sten 1,,Aft ruulf stotR [st]Ain sAsi is uAs nu Ra kuþi satu su[niR aftiR ouAiR faaþi],"Efter Rodulf står denna sten, han var präst i Nes. Sönerna satte [stenen] efter [honom]. Åver ristade.",https://www.christerhamp.se/runor/gamla/dk/dkfyn2.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn12s.jpg
DK Fyn 3 Flemløse-sten 2,DK Fyn 3 Flemløse-sten 2,,ruulfR sis,Rodulf ...,https://www.christerhamp.se/runor/gamla/dk/dkfyn3.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn3s.jpg
DK Fyn 8 Helnæs-sten,DK Fyn 8 Helnæs-sten,,rHuulfR sati stain nuRa kuþi aft kuþuMut bruþur sunu sin truknaþu --... ouaiR faþi,"Rodulf, präst i Nes, satte stenen efter Gudmund, sin brorson. De drunknade ... Åver ristade.",https://www.christerhamp.se/runor/gamla/dk/dkfyn8.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn8s.jpg
DK Fyn 9 Køng-statuette,DK Fyn 9 Køng-statuette,,--i=ŋo,-,https://www.christerhamp.se/runor/gamla/dk/dkfyn9.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn9.jpg
DK Fyn 10,DK Fyn 10 - Fyn: Køng-sten,ᚴᚮᛐᛅᚭ,kotæo------...,-,https://www.christerhamp.se/runor/gamla/dk/dkfyn10.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn10s.jpg
DK Fyn 12 Sønderby-sten,DK Fyn 12 Sønderby-sten,,þauriAþ / þaurihþ,-,https://www.christerhamp.se/runor/gamla/dk/dkfyn12.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn12s.jpg
DK Fyn 13 Ørsted-kvadersten,DK Fyn 13 Ørsted-kvadersten,ᛅᛋᚴᛁᛚ ᛁ ᚴᛅᚱᚦᛁ ᛋᚴᛆᚱ ᛋᛆ ᛘᛋᚬᚿ ᚼᛆᚿ ᛏᛆᚱᛆᛒ ᛏᛁᚢᚱ,æskil i karþi skar sa¶mson han tarab ¶ tiur,Eskil i Gård skar Samson. Han dräpte djuret.,https://www.christerhamp.se/runor/gamla/dk/dkfyn13.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn13s.jpg
DK Fyn 16 Vimose-bćltespćnde,DK Fyn 16 Vimose-bćltespćnde,,aadagas(u) ¶ laasauwija,-,https://www.christerhamp.se/runor/gamla/dk/dkfyn16.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn16.jpg
DK Fyn 18,DK Fyn 18 - Fyn: Vimose-høvl,,talijo ¶ gisaioj ÷ wiliz --lao--- ... t--is : hleuno : an- : regu,hyvel ...,https://www.christerhamp.se/runor/gamla/dk/dkfyn18.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn18.jpg
DK Fyn 19 Vimose-kam,DK Fyn 19 Vimose-kam,ᚺᚨᚱᛃᚨ,harja,Harja,https://www.christerhamp.se/runor/gamla/dk/dkfyn19.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn19s.jpg
DK Fyn 20,DK Fyn 20 - Fyn: Vimose-dupsko 1,ᛗᚨᚲᛁᛃᚨ ᛗᚨᚱᛁ ᚺᚨ ᛁᚨᛚᚨ,makija mari ha ¶ iala,blad Mari ... Alla,https://www.christerhamp.se/runor/gamla/dk/dkfyn20.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn20.jpg
DK Fyn 23,DK Fyn 23 - Fyn: Odense-blyamulet,,+ (u)nguænsinæ : pr(i)nsin + sal : kotolon ¶ anakristi : anapisti (k)ard--r : nardiar ¶ : ipodiar : kristus uinkit kristus ræg¶net : kristus imperat * kristus ab omni ¶ malo mæ asam : liparet : krux kristi ¶ sit : super me * asam * hik : æt ubikuæ * ¶ + khorda * + inkhorda + khord(a)i ¶ + agla + sanguis kristi signet me +,"... Kristus segrar, Kristus härskar, Kristus befaller, Kristus från allt ont skydde mig, Asa, kristi kors vare över mig, Asa, här och överallt ... Kristi blod signe mig.",https://www.christerhamp.se/runor/gamla/dk/dkfyn23.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn23s.jpg
DK Fyn 25,DK Fyn 25 - Fyn: Nørre Nærå-sten,ᚦᚢᚱᛘᚢᚾᛏᛦ ᚾᛁᚭᚢᛏ ᛬ ᚴᚢᛒᛚ,þurmutR niout ÷ kubls,"Tormund, använd kumlet!",https://www.christerhamp.se/runor/gamla/dk/dkfyn25.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn25s.jpg
DK Fyn 26 Glavendrup-sten,DK Fyn 26 Glavendrup-sten,,"raknhiltr ' sa¶ti ' stain þonsi ' auft ¶ ala ' saulua kuþa ¶ uial(i)þs haiþuiarþan þia¶kn
ala ' suniR ' karþu ¶ kubl ' þausi ' aft ' faþur ¶ sin ' auk ' hons ' kuna ' auft ¶ uar ' sin ' in ' suti ' raist ' run¶aR ' þasi ' aft ' trutin ' sin ¶ þur ' uiki ' þasi ' runaR
at ' rita ' sa ' uarþi ' is ' stain þansi ¶ ailti ' iþa aft ' onon ' traki","Ragnhild satte denna sten efter Alle den bleke, viens gode, hirdens högvärdige thegn. Alles söner gjorde dessa kummel efter deras fader, och hans hustru efter sin man, men Sote ristade dessa runor efter sin herre. Tor vige dessa runor. Till ræde varde den som skadar denna sten eller drar efter annan [ flyttar och reser den till minne av någon annan ]",https://www.christerhamp.se/runor/gamla/dk/dkfyn26.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn26-1s.jpg
DK Fyn 27,DK Fyn 27 - Veflinge-kalkristning,,iuiti-ku,-,https://www.christerhamp.se/runor/gamla/dk/dkfyn27.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn27s.jpg
DK Fyn 30 Rønninge-sten,DK Fyn 30 Rønninge-sten,,suti ' sati ' stain ' þansi ' aft ¶ ailaif ' bruþur ' sin ' sun ' oskaus ¶ rauþum'skialta,"Sote satte denna sten efter Eileif, sin broder, son till Åsgöt Rödsköld",https://www.christerhamp.se/runor/gamla/dk/dkfyn30.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn30s.jpg
DK Fyn 38,DK Fyn 38 - Fyn: Heden-røgelseskar,,+ mæst=æ=r røþ + kras da=bo=r toto diæ : sik(u)(e) : a=go : koti¶die,"Mäster Röd. Imorgon har jag vad jag behöver hela dagen, därför arbetar jag varje dag.",https://www.christerhamp.se/runor/gamla/dk/dkfyn38.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn38s.jpg
DK Fyn 39,DK Fyn 39 - Fyn: Hundstrup-røgelseskar,,magistæ=r røþ,Mäster Röd,https://www.christerhamp.se/runor/gamla/dk/dkfyn39.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn39.jpg
DK Fyn 40,DK Fyn 40 - Fyn: Ulbølle-røgelseskar,,+ mæst... ... ...þ : gørþæ : mik : ha=n : gifær : mik : þæn ¶ + hæ=l : rik * k-------tkr * kær : hus:rkø : mærut=æ : siul : guþ : sihnn : ¶ þæn : mik : kørþæ : aue maria= =grasia : plena : domi=n : t=i=kum * ¶ bentik:ta t=u : in : m=leri:irus : ebmRæflnhi,Mäster Röd gjorde mig. Han ger mig till ... kära husfru Meretes själ. Gud signe den som gjorde mig.,https://www.christerhamp.se/runor/gamla/dk/dkfyn40.html,https://www.christerhamp.se/runor/gamla/dk/dkfyn40s.jpg
